timestamp,event_type,user,domain,user_sid,account_type,logon_type,status,failure_reason,logon_id,session_duration,source_ip,destination_ip,workstation_name,is_business_hours,day_of_week,hour_of_day,elevated_token,risk_factors,risk_score,authentication_method,event_id,event_task_category,target_user_name,caller_process_name
2025-01-15 10:29:07,Logoff,DWM-5,Window Manager,,,,success,,0x692cc5e,,,,,1,Wednesday,10,0,[],0.0,,4634,12545,,
2025-01-15 10:29:06,Logoff,UMFD-5,Font Driver Host,,,,success,,0x6929a7e,,,,,1,Wednesday,10,0,[],0.0,,4634,12545,,
2025-01-15 10:18:47,Logoff,jayku,JAYKUMAR,,,,success,,0x710b5c1,,,,,1,Wednesday,10,0,[],0.0,,4634,12545,,
2025-01-15 09:22:42,Logoff,jayku,JAYKUMAR,,,,success,,0x69dd0c9,,,,,1,Wednesday,9,0,[],0.0,,4634,12545,,
2025-01-15 09:22:37,Logoff,DWM-4,Window Manager,,,,success,,0x446175e,,,,,1,Wednesday,9,0,[],0.0,,4634,12545,,
2025-01-14 23:30:36,Logoff,UMFD-4,Font Driver Host,,,,success,,0x445eb41,,,,,0,Tuesday,23,0,[],0.0,,4634,12545,,
2025-01-14 23:27:20,Logoff,jayku,JAYKUMAR,,,,success,,0x66ee913,,,,,0,Tuesday,23,0,[],0.0,,4634,12545,,
2025-01-18 16:15:26,Logoff,jayku,JAYKUMAR,,,,success,,0x10489f72,,,,,0,Saturday,16,0,[],0.0,,4634,12545,,
2025-01-18 13:16:42,Logoff,DWM-3,Window Manager,,,,success,,0xdca3d4f,,,,,0,Saturday,13,0,[],0.0,,4634,12545,,
2025-01-18 13:16:41,Logoff,UMFD-3,Font Driver Host,,,,success,,0xdc9eb53,,,,,0,Saturday,13,0,[],0.0,,4634,12545,,
